Molecule,TanimotoA,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 79,0.283042394,O=C1OCC(C1OC(=O)c1ccccc1C(=O)O)(C)C,C14H14O6,278.26,20,6,0.36,4,6,1,67.63,89.9,1.38,2.22,1.49,1.62,1.82,1.71,-2.92,3.33E-01,1.20E-03,Soluble,-3.74,5.03E-02,1.81E-04,Soluble,-2.73,5.19E-01,1.87E-03,Soluble,High,No,No,No,No,No,No,No,-6.42,0,0,0,0,0,0.56,0,1,0,2.92
Molecule 80,0.224825839,C#CCSc1nc2ccccc2c(=O)[nH]1,C11H8N2OS,216.26,15,10,0.09,2,2,1,61.86,71.05,2.11,2.23,1.73,2.23,3.1,2.28,-2.95,2.44E-01,1.13E-03,Soluble,-3.36,9.50E-02,4.39E-04,Soluble,-3.84,3.12E-02,1.44E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.04,0,0,0,0,0,0.55,0,1,1,2.29
Molecule 81,0.271940667,Cc1cc(=O)[nH]c2n1c(S)nn2,C6H6N4OS,182.2,12,9,0.17,0,3,1,45.83,101.85,1.16,-0.23,0.01,0.69,0.86,0.5,-1.38,7.60E+00,4.17E-02,Very soluble,-1.45,6.44E+00,3.54E-02,Very soluble,-1.75,3.27E+00,1.79E-02,Soluble,High,No,No,No,No,No,No,No,-7.57,0,1,0,0,1,0.55,0,1,1,1.81
Molecule 82,0.146009085,CCCc1nnc(n1N)S,C5H10N4S,158.22,10,5,0.6,2,2,1,42,95.53,1.35,0.85,0.24,0.78,0.09,0.66,-1.59,4.03E+00,2.54E-02,Very soluble,-2.44,5.75E-01,3.64E-03,Soluble,-0.97,1.68E+01,1.06E-01,Soluble,High,No,No,No,No,No,No,No,-6.66,0,1,0,0,1,0.55,0,1,1,2.32
Molecule 83,0.095744681,Cc1nnc(n1N)S,C3H6N4S,130.17,8,5,0.33,0,2,1,32.38,95.53,0.95,0.06,-0.4,-0.09,-0.22,0.06,-1.15,9.27E+00,7.12E-02,Very soluble,-1.62,3.13E+00,2.40E-02,Very soluble,-0.14,9.45E+01,7.26E-01,Soluble,High,No,No,No,No,No,No,No,-7.05,0,4,0,0,2,0.55,0,1,1,1.87
Molecule 84,0.162775616,FC(c1nnc(n1N)S)(F)F,C3H3F3N4S,184.14,11,5,0.33,1,5,1,32.42,95.53,1.11,0.58,1.46,0.44,0.63,0.84,-1.62,4.44E+00,2.41E-02,Very soluble,-2.16,1.28E+00,6.93E-03,Soluble,-0.68,3.88E+01,2.11E-01,Soluble,High,No,No,No,No,No,No,No,-7.01,0,2,0,0,2,0.55,0,1,1,1.9
Molecule 85,0.352171327,CCOC(=O)c1c(C)oc2c1cc(OCC#N)cc2,C14H13NO4,259.26,19,9,0.29,5,5,0,68.31,72.46,2.69,2.7,2.82,1,3.01,2.44,-3.17,1.76E-01,6.78E-04,Soluble,-3.87,3.46E-02,1.33E-04,Soluble,-4.39,1.06E-02,4.07E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.96,0,0,0,0,0,0.55,0,0,0,2.87
Molecule 86,0.343712575,Cc1oc2c(c1C(=O)OC)cc(cc2)OCC#N,C13H11NO4,245.23,18,9,0.23,4,5,0,63.51,72.46,2.49,2.34,2.43,0.73,2.62,2.12,-2.94,2.81E-01,1.15E-03,Soluble,-3.5,7.74E-02,3.15E-04,Soluble,-3.99,2.52E-02,1.03E-04,Soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.13,0,0,0,0,0,0.55,0,0,1,2.73
Molecule 87,0.355932203,CCOC(=O)c1c(C)[nH]c(c1C)C(=O)CC(=O)OC,C13H17NO5,267.28,19,5,0.46,7,5,1,67.9,85.46,2.03,1.73,1.55,0.32,2.89,1.7,-2.32,1.28E+00,4.79E-03,Soluble,-3.14,1.93E-01,7.23E-04,Soluble,-3.29,1.36E-01,5.07E-04,Soluble,High,No,No,No,No,No,No,No,-6.7,0,0,0,0,0,0.55,0,2,0,2.55
Molecule 88,0.325149701,N#CCC(=O)c1[nH]c(c(c1C)C(=O)OC)C,C11H12N2O3,220.22,16,5,0.36,4,4,1,56.75,82.95,1.32,1.23,1.51,-0.24,2.5,1.26,-1.95,2.48E+00,1.13E-02,Very soluble,-2.57,5.93E-01,2.69E-03,Soluble,-2.91,2.73E-01,1.24E-03,Soluble,High,No,No,Yes,No,No,No,No,-6.77,0,0,0,0,0,0.55,0,0,1,2.2
Molecule 89,0.38869258,ClCC(=O)Nc1sc2c(c1C#N)CCCCC2,C12H13ClN2OS,268.76,17,5,0.5,3,2,1,70.38,81.13,2,3.77,2.88,1.68,4.25,2.91,-3.9,3.38E-02,1.26E-04,Soluble,-5.17,1.83E-03,6.81E-06,Moderately soluble,-4.16,1.85E-02,6.87E-05,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-5.26,0,0,0,0,0,0.55,0,1,1,2.96
Molecule 90,0.129349967,CCc1nnc(n1N)S,C4H8N4S,144.2,9,5,0.5,1,2,1,37.19,95.53,1.21,0.49,-0.15,0.37,-0.12,0.36,-1.39,5.90E+00,4.09E-02,Very soluble,-2.07,1.24E+00,8.59E-03,Soluble,-0.56,3.99E+01,2.77E-01,Soluble,High,No,No,No,No,No,No,No,-6.83,0,3,0,0,2,0.55,0,1,1,2.12
Molecule 91,0.23375,CCOC(=O)CSc1nnnn1c1ccccc1,C11H12N4O2S,264.3,18,11,0.27,6,5,0,66.58,95.2,2.91,2.36,1.32,1.98,1.09,1.93,-3.02,2.51E-01,9.51E-04,Soluble,-4,2.65E-02,1.00E-04,Soluble,-3.18,1.74E-01,6.59E-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.24,0,0,0,0,0,0.55,0,0,0,2.73
Molecule 92,0.254780999,c1ccc(cc1)C1=NCCN1P(N1CC1)N1CC1,C13H17N4P,260.27,18,6,0.46,4,3,0,89.33,35.21,2.47,0.98,0.08,1.68,2.07,1.46,-2.05,2.30E+00,8.84E-03,Soluble,-1.31,1.28E+01,4.93E-02,Very soluble,-2.48,8.52E-01,3.27E-03,Soluble,High,No,Yes,No,Yes,No,Yes,No,-7.19,0,0,0,0,0,0.55,0,2,0,3.42
Molecule 93,0.207115629,CCOC(=O)C(=O)C(c1ccccc1)C#N,C12H11NO3,217.22,16,6,0.25,5,4,0,56.68,67.16,1.69,1.95,1.43,0.96,2.05,1.61,-2.36,9.42E-01,4.34E-03,Soluble,-2.99,2.25E-01,1.03E-03,Soluble,-2.97,2.33E-01,1.07E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.24,0,0,0,0,0,0.55,0,1,1,2.3
Molecule 94,0.142951252,CC(OC(=O)C(=O)Nc1ccccc1)C,C11H13NO3,207.23,15,6,0.27,5,3,1,56.46,55.4,1.72,1.91,1.39,1.43,1.37,1.56,-2.29,1.05E+00,5.08E-03,Soluble,-2.7,4.17E-01,2.01E-03,Soluble,-2.92,2.51E-01,1.21E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.21,0,0,0,0,0,0.55,0,1,1,1.61
Molecule 95,0.152631579,CCOC(=O)C(=O)Nc1ccc(cc1)C,C11H13NO3,207.23,15,6,0.27,5,3,1,56.62,55.4,2.3,1.84,1.31,1.43,1.67,1.71,-2.25,1.17E+00,5.62E-03,Soluble,-2.62,4.93E-01,2.38E-03,Soluble,-3.27,1.11E-01,5.35E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.26,0,0,0,0,0,0.55,0,1,1,1.55
Molecule 96,0.205061648,CCOC(=O)C(=O)Nc1cccc(c1)C(F)(F)F,C11H10F3NO3,261.2,18,6,0.27,6,6,1,56.66,55.4,2.34,2.36,3.17,2.12,2.3,2.46,-2.8,4.17E-01,1.60E-03,Soluble,-3.16,1.79E-01,6.86E-04,Soluble,-3.77,4.46E-02,1.71E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-6.22,0,0,0,0,0,0.55,0,1,0,1.81
Molecule 97,0.348512447,O=C(N1CCCCC1c1cccnc1)Nc1ccccc1,C17H19N3O,281.35,21,12,0.29,4,2,1,87.35,45.23,2.43,2.41,2.94,2.44,2.22,2.49,-3.26,1.54E-01,5.48E-04,Soluble,-3,2.80E-01,9.96E-04,Soluble,-5.03,2.61E-03,9.27E-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.31,0,0,0,0,0,0.55,0,0,0,2.71
Molecule 98,0.364514182,Cc1cccc(c1)NC(=O)N1CCCCC1c1cccnc1,C18H21N3O,295.38,22,12,0.33,4,2,1,92.32,45.23,2.77,2.78,3.25,2.68,2.72,2.84,-3.56,8.09E-02,2.74E-04,Soluble,-3.39,1.21E-01,4.11E-04,Soluble,-5.41,1.14E-03,3.85E-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,2.83
Molecule 99,0.475,N#CC1=C(N)Oc2c(C1c1ccc(cc1)O)c(C)[nH]n2,C14H12N4O2,268.27,20,11,0.14,1,4,3,71,107.95,0.97,1.97,1.64,0.69,1.65,1.39,-3.09,2.20E-01,8.22E-04,Soluble,-3.86,3.68E-02,1.37E-04,Soluble,-3.6,6.69E-02,2.49E-04,Soluble,High,No,Yes,No,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,0,0,3.65
Molecule 100,0.359576968,N#Cc1c(N)[nH]c(=S)c(c1c1ccccc1Cl)C#N.CCO,C15H13ClN4OS,332.81,22,12,0.13,1,3,3,88.8,141.71,2.65,1.97,3.4,0.68,4.45,2.63,-3.48,1.10E-01,3.29E-04,Soluble,-4.57,8.93E-03,2.68E-05,Moderately soluble,-5.08,2.79E-03,8.38E-06,Moderately soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.93,0,0,1,1,0,0.55,0,1,0,2.94
Molecule 101,0.199870634,OCCN(CC(COc1ccccc1CC=C)O)CCO.Cl,C16H26ClNO4,331.83,22,6,0.5,11,5,3,89.23,73.16,0,2.2,1.24,1.04,2.14,1.32,-2.76,5.78E-01,1.74E-03,Soluble,-3.37,1.41E-01,4.26E-04,Soluble,-3.07,2.83E-01,8.53E-04,Soluble,High,No,No,No,No,No,No,No,-6.76,0,0,1,0,0,0.55,0,1,1,3.13
Molecule 102,0.149060272,NC(=O)N/N=C/c1cc(Br)ccc1O,C8H8BrN3O2,258.07,14,6,0,3,3,3,55.72,87.71,0.68,1.68,1.16,1.24,0.78,1.11,-2.62,6.23E-01,2.41E-03,Soluble,-3.14,1.88E-01,7.30E-04,Soluble,-2.41,9.97E-01,3.86E-03,Soluble,High,No,No,No,No,No,No,No,-6.68,0,0,0,0,0,0.55,1,1,0,2.3
Molecule 103,0.184527584,O=C1C2(Br)CC3(C1(C)CCC23)C,C10H13BrO,229.11,12,0,0.9,0,1,0,51.43,17.07,2.24,2.32,2.53,2.74,3.3,2.63,-2.72,4.34E-01,1.90E-03,Soluble,-2.32,1.10E+00,4.82E-03,Soluble,-3.35,1.03E-01,4.48E-04,Soluble,High,Yes,No,No,No,No,No,No,-6.05,0,0,0,0,1,0.55,0,1,1,4.12
Molecule 104,0.195902689,N#CCc1scc(n1)c1ccccc1,C11H8N2S,200.26,14,11,0.09,2,2,0,57.07,64.92,2.03,2.56,2.88,1.16,3.97,2.52,-3.14,1.44E-01,7.18E-04,Soluble,-3.57,5.38E-02,2.69E-04,Soluble,-4.31,9.88E-03,4.93E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.7,0,0,0,0,0,0.55,0,0,1,2.41
Molecule 105,0.227982511,COC(=O)CCCc1nc2c(s1)cccc2,C12H13NO2S,235.3,16,9,0.33,5,3,0,65.1,67.43,2.67,2.86,2.79,1.95,4,2.86,-3.19,1.53E-01,6.50E-04,Soluble,-3.94,2.73E-02,1.16E-04,Soluble,-4.27,1.27E-02,5.40E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.7,0,0,0,0,0,0.55,0,0,1,2.39
Molecule 106,0.2,Nc1cc(ccc1S(=O)(=O)[O-])C(F)(F)F.[K+],C7H5F3KNO3S,279.28,16,6,0.14,2,6,1,43.86,91.6,-3.98,1.52,3.43,1.62,0.6,0.64,-2.67,5.91E-01,2.12E-03,Soluble,-3.05,2.48E-01,8.87E-04,Soluble,-2.28,1.46E+00,5.22E-03,Soluble,High,No,Yes,No,No,No,No,No,-6.92,0,0,0,0,0,0.55,0,2,0,2.12
Molecule 107,0.259579728,O/N=C(/c1nc2c(s1)cccc2)\C#N,C9H5N3OS,203.22,14,9,0,1,4,1,53.56,97.51,1.64,2.13,2,0.15,2.62,1.71,-2.85,2.86E-01,1.41E-03,Soluble,-3.81,3.15E-02,1.55E-04,Soluble,-2.58,5.35E-01,2.63E-03,Soluble,High,No,No,Yes,No,No,No,No,-6.03,0,1,0,0,0,0.55,0,3,1,2.52
Molecule 108,0.148541114,N#CCC(=O)Nc1ccccn1,C8H7N3O,161.16,12,6,0.12,3,3,1,43.11,65.78,0.24,1.05,0.74,-0.28,0.72,0.49,-1.67,3.42E+00,2.12E-02,Very soluble,-2.02,1.53E+00,9.50E-03,Soluble,-2.5,5.04E-01,3.13E-03,Soluble,High,No,No,No,No,No,No,No,-6.54,0,1,0,0,1,0.55,0,0,1,1.6
Molecule 109,0.240638428,NC(=O)N/N=C/1\CCCC1c1ccccn1,C11H14N4O,218.26,16,6,0.36,3,3,2,60.91,80.37,1.08,0.27,1.37,0.76,1.05,0.91,-1.44,7.87E+00,3.61E-02,Very soluble,-1.52,6.60E+00,3.03E-02,Very soluble,-2.87,2.98E-01,1.36E-03,Soluble,High,No,No,No,No,No,No,No,-7.44,0,0,0,0,0,0.55,0,1,1,3.11
Molecule 110,0.049800797,O=C1CCCC(=O)C1Br,C6H7BrO2,191.02,9,0,0.67,0,2,0,37.11,34.14,1.1,0.87,1.07,0.48,2.03,1.11,-1.57,5.11E+00,2.68E-02,Very soluble,-1.17,1.29E+01,6.75E-02,Very soluble,-1.95,2.15E+00,1.12E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.85,0,2,0,0,1,0.55,0,2,1,2.46
Molecule 111,0.079396325,BrC1C(=O)CC(CC1=O)(C)C,C8H11BrO2,219.08,11,0,0.75,0,2,0,46.47,34.14,1.49,1.7,1.71,1.12,2.46,1.7,-2.27,1.18E+00,5.38E-03,Soluble,-2.03,2.03E+00,9.28E-03,Soluble,-2.72,4.20E-01,1.92E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.43,0,0,0,0,0,0.55,0,2,1,2.66
Molecule 112,0.206198608,NNC(=O)/C(=C(/c1ccc(cc1)F)\C)/C#N,C11H10FN3O,219.22,16,6,0.09,3,4,2,56.37,78.91,0.94,1.53,1.53,1.49,1.08,1.32,-2.24,1.25E+00,5.72E-03,Soluble,-2.8,3.51E-01,1.60E-03,Soluble,-2.89,2.83E-01,1.29E-03,Soluble,High,No,No,No,No,No,No,No,-6.55,0,0,0,0,0,0.55,0,4,1,2.36
Molecule 113,0.055481283,C/C(=N/O)/C(=O)OCC,C5H9NO3,131.13,9,0,0.6,3,4,1,31.85,58.89,1.55,1.17,0.4,-0.13,0.16,0.63,-1.19,8.43E+00,6.43E-02,Very soluble,-2,1.31E+00,9.95E-03,Soluble,-0.23,7.70E+01,5.87E-01,Soluble,High,No,No,No,No,No,No,No,-6.27,0,3,0,0,1,0.55,0,3,1,1.86
Molecule 114,0.080666667,Ic1ccc(o1)C=O,C5H3IO2,221.98,8,5,0,1,2,0,36.81,30.21,1.3,0.96,1.7,0.44,2.42,1.36,-2.22,1.35E+00,6.06E-03,Soluble,-1.18,1.46E+01,6.58E-02,Very soluble,-2.52,6.75E-01,3.04E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.97,0,2,0,0,0,0.55,0,2,1,2.57
Molecule 115,0.173003802,O=Cc1nc2c(n1C)cccc2,C9H8N2O,160.17,12,9,0.11,1,2,0,46.38,34.89,1.04,1.09,1.39,0.67,1.56,1.15,-2.01,1.57E+00,9.80E-03,Soluble,-1.41,6.16E+00,3.85E-02,Very soluble,-2.41,6.23E-01,3.89E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.5,0,0,0,0,1,0.55,0,1,1,1.26
Molecule 116,0.158576052,CCOC(=O)Cc1csc(n1)N,C7H10N2O2S,186.23,12,5,0.43,4,3,1,47.19,93.45,1.22,0.8,0.84,-0.07,1.82,0.92,-1.54,5.33E+00,2.86E-02,Very soluble,-2.34,8.44E-01,4.53E-03,Soluble,-1.82,2.81E+00,1.51E-02,Soluble,High,No,No,No,No,No,No,No,-6.87,0,0,0,0,1,0.55,0,0,1,2.42
Molecule 117,0.321406913,N#Cc1c(C)cc(nc1SCC(=O)N1CCOCC1)C,C14H17N3O2S,291.37,20,6,0.5,4,4,0,80.62,91.52,2.46,1.33,1.14,0.22,2.68,1.57,-2.44,1.05E+00,3.61E-03,Soluble,-2.85,4.08E-01,1.40E-03,Soluble,-3.53,8.62E-02,2.96E-04,Soluble,High,No,No,No,Yes,No,No,No,-7.13,0,0,0,0,0,0.55,0,0,0,2.75
Molecule 118,0.299455535,OC(=O)/C=C\C(=O)n1c(C)nc2c1cccc2,C12H10N2O3,230.22,17,9,0.08,3,4,1,62.1,72.19,1.34,1.49,1.63,1.33,1.19,1.4,-2.4,9.17E-01,3.98E-03,Soluble,-2.61,5.61E-01,2.44E-03,Soluble,-1.89,2.95E+00,1.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.65,0,0,0,0,0,0.85,0,1,1,2.14
Molecule 119,0.151890482,S=C(N1CCOCC1)N/N=C/c1ccc(cc1)C,C13H17N3OS,263.36,18,6,0.38,4,2,1,80.47,68.95,2.74,1.77,1.15,1.33,3.29,2.06,-2.57,7.08E-01,2.69E-03,Soluble,-2.84,3.84E-01,1.46E-03,Soluble,-3.27,1.41E-01,5.37E-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.65,0,0,0,0,0,0.55,0,2,0,2.84
Molecule 120,0.158698539,O=C(Nc1cccc(c1)C)/C=C\C(=O)O,C11H11NO3,205.21,15,6,0.09,4,3,2,56.63,66.4,1.18,1.45,1.38,1.35,1.34,1.34,-2.06,1.80E+00,8.75E-03,Soluble,-2.45,7.28E-01,3.55E-03,Soluble,-2.25,1.14E+00,5.56E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.52,0,0,0,0,0,0.85,0,1,1,1.74
Molecule 121,0.171690695,OC(=O)/C=C\C(=O)Nc1ccc(cc1)C(=O)O,C11H9NO5,235.19,17,6,0,5,5,3,58.63,103.7,0.27,1.08,0.77,0.71,0.33,0.63,-1.91,2.90E+00,1.23E-02,Very soluble,-2.85,3.33E-01,1.41E-03,Soluble,-1.24,1.34E+01,5.71E-02,Soluble,High,No,No,No,No,No,No,No,-6.97,0,0,0,0,0,0.56,0,1,1,1.74
Molecule 122,0.2485623,OC(=O)/C=C\C(=O)Nc1ccc(c(c1)C(=O)O)O,C11H9NO6,251.19,18,6,0,5,6,4,60.65,123.93,-0.56,1.39,0.48,0.18,-0.12,0.27,-2.19,1.62E+00,6.46E-03,Soluble,-3.6,6.37E-02,2.53E-04,Soluble,-0.67,5.42E+01,2.16E-01,Soluble,High,No,No,No,No,No,No,No,-6.85,0,0,0,0,0,0.56,0,2,0,1.96
Molecule 123,0.226700252,O=C(/C=C\C(=O)O)N/N=C(/c1cccc(c1)[N+](=O)[O-])\C.N,C12H14N4O5,294.26,21,6,0.08,6,7,3,76.98,127.82,-0.56,1.39,1.4,0.18,-0.12,0.27,-2.19,1.62E+00,6.46E-03,Soluble,-3.6,6.37E-02,2.53E-04,Soluble,-0.67,5.42E+01,2.16E-01,Soluble,High,No,No,No,No,No,No,No,-6.85,0,0,0,0,0,0.56,0,2,0,1.96
Molecule 124,0.165680473,CN(c1ccc(cc1)/C=N/NC(=O)/C=C\C(=O)O)C,C13H15N3O3,261.28,19,6,0.15,6,4,2,72.83,82,1.55,1.06,0.84,0.99,0.95,1.08,-1.97,2.83E+00,1.08E-02,Very soluble,-2.37,1.11E+00,4.23E-03,Soluble,-2.07,2.23E+00,8.53E-03,Soluble,High,No,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.56,0,2,0,2.54
Molecule 125,0.216284987,OC(=O)/C=C\C(=O)Nc1ccccc1C(=O)O,C11H9NO5,235.19,17,6,0,5,5,3,58.63,103.7,0.91,1.65,0.77,0.71,0.33,0.87,-2.27,1.27E+00,5.38E-03,Soluble,-3.44,8.52E-02,3.62E-04,Soluble,-1.24,1.34E+01,5.71E-02,Soluble,High,No,No,No,No,No,No,No,-6.56,0,0,0,0,0,0.56,0,1,1,1.88
Molecule 126,0.170103093,S=C(NCc1ccco1)NNC(=O)/C=C\C(=O)O,C10H11N3O4S,269.28,18,5,0.1,8,4,4,65.4,135.69,1.05,-0.16,-0.24,-0.86,0.52,0.06,-1.09,2.21E+01,8.20E-02,Very soluble,-2.23,1.57E+00,5.83E-03,Soluble,-1.74,4.93E+00,1.83E-02,Soluble,High,No,No,No,No,No,No,No,-8.06,0,0,0,1,0,0.56,0,2,1,2.78
Molecule 127,0.196753247,COC(=O)/C=C\C(=O)Nc1cccc(c1)[N+](=O)[O-],C11H10N2O5,250.21,18,6,0.09,6,5,1,64.81,101.22,1.27,1.69,1.07,0.38,-0.72,0.74,-2.31,1.23E+00,4.94E-03,Soluble,-3.43,9.28E-02,3.71E-04,Soluble,-1.95,2.81E+00,1.12E-02,Soluble,High,No,No,No,No,No,No,No,-6.63,0,0,0,0,0,0.55,0,3,0,2.52
Molecule 128,0.13,OC(=O)/C=C\C(=O)Nc1ccc(cc1)NC(=O)C,C12H12N2O4,248.23,18,6,0.08,6,4,3,65.98,95.5,0.9,0.04,0.84,0.58,0.54,0.58,-1.25,1.38E+01,5.56E-02,Very soluble,-1.6,6.26E+00,2.52E-02,Very soluble,-2.25,1.38E+00,5.56E-03,Soluble,High,No,No,No,No,No,No,No,-7.79,0,0,0,0,0,0.56,0,1,1,1.92
Molecule 129,0.255562619,COC(=O)/C=C\C(=O)Nc1ccc(c(c1)C(=O)O)O,C12H11NO6,265.22,19,6,0.08,6,6,3,64.97,112.93,1.22,1.71,0.57,0.46,0.41,0.87,-2.4,1.06E+00,3.99E-03,Soluble,-3.7,5.33E-02,2.01E-04,Soluble,-1.36,1.14E+01,4.32E-02,Soluble,High,No,No,No,No,No,No,No,-6.7,0,0,0,0,0,0.56,0,2,0,2.13
Molecule 130,0.138410596,COC(=O)/C=C\C(=O)Nc1ccc(cc1)NC(=O)C,C13H14N2O4,262.26,19,6,0.15,7,4,2,70.3,84.5,1.92,0.37,0.93,0.86,1.08,1.03,-1.47,8.87E+00,3.38E-02,Very soluble,-1.71,5.12E+00,1.95E-02,Very soluble,-2.96,2.91E-01,1.11E-03,Soluble,High,No,No,No,No,No,No,No,-7.64,0,0,0,0,0,0.55,0,1,0,2.13
Molecule 131,0.122408027,O=C(Nc1ccccc1)/C=C\C(=O)O,C10H9NO3,191.18,14,6,0,4,3,2,51.67,66.4,0.84,0.87,1.08,1.06,0.83,0.94,-1.63,4.52E+00,2.36E-02,Very soluble,-1.85,2.71E+00,1.42E-02,Very soluble,-1.86,2.61E+00,1.37E-02,Soluble,High,No,No,No,No,No,No,No,-6.85,0,0,0,0,1,0.85,0,1,1,1.69
Molecule 132,0.151004537,O=C(NNC(=O)c1ccncc1)/C=C\C(=O)O,C10H9N3O4,235.2,17,6,0,6,5,3,55.95,108.39,0.07,-0.6,-0.52,-0.64,-0.49,-0.44,-0.79,3.86E+01,1.64E-01,Very soluble,-1.2,1.47E+01,6.24E-02,Very soluble,-1.5,7.49E+00,3.18E-02,Soluble,High,No,No,No,No,No,No,No,-8.16,0,1,0,0,0,0.56,0,1,1,2.26
Molecule 133,0.073186959,O=C(/C=C\C(=O)O)NN=C(C)C,C7H10N2O3,170.17,12,0,0.29,4,4,2,43.75,78.76,1.15,-0.5,0.14,-0.01,0.07,0.17,-0.32,8.22E+01,4.83E-01,Very soluble,-0.69,3.50E+01,2.06E-01,Very soluble,-0.21,1.06E+02,6.22E-01,Soluble,High,No,No,No,No,No,No,No,-7.69,0,0,0,0,1,0.56,0,2,1,2.75
Molecule 134,0.166336634,S=C(Nc1ccccc1)NCCNC(=O)/C=C\C(=O)O,C13H15N3O3S,293.34,20,6,0.15,9,3,4,79.48,122.55,1.29,0.61,0.54,0.59,1.51,0.91,-1.67,6.26E+00,2.13E-02,Very soluble,-2.76,5.12E-01,1.75E-03,Soluble,-2.92,3.53E-01,1.21E-03,Soluble,High,No,No,No,No,No,No,No,-7.66,0,0,0,0,0,0.56,0,2,1,2.51
Molecule 135,0.144275314,C=CCNC(=S)Nc1ccc(cc1)NC(=O)C,C12H15N3OS,249.33,17,6,0.17,7,1,3,74.6,85.25,2.41,1.35,1.74,1.49,2.42,1.88,-2.04,2.30E+00,9.21E-03,Soluble,-2.74,4.51E-01,1.81E-03,Soluble,-3.9,3.16E-02,1.27E-04,Soluble,High,No,No,No,Yes,No,No,No,-6.86,0,0,0,0,0,0.55,0,2,1,2.16
Molecule 136,0.063164894,S=C(NC(C)(C)C)NN=C(C)C,C8H17N3S,187.31,12,0,0.75,4,1,2,57.69,68.51,2.61,1.15,1.64,1.38,1.97,1.75,-1.46,6.47E+00,3.45E-02,Very soluble,-2.18,1.23E+00,6.56E-03,Soluble,-2.21,1.14E+00,6.10E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.63,0,0,0,0,1,0.55,0,2,1,3.14
Molecule 137,0.149447693,COC(=O)Cc1csc(n1)N,C6H8N2O2S,172.2,11,5,0.33,3,3,1,42.38,93.45,1.47,0.43,0.45,-0.43,1.5,0.69,-1.32,8.30E+00,4.82E-02,Very soluble,-1.96,1.89E+00,1.10E-02,Very soluble,-1.41,6.67E+00,3.87E-02,Soluble,High,No,No,No,No,No,No,No,-7.05,0,1,0,0,1,0.55,0,0,1,2.23
Molecule 138,0.275947794,C=CCN1C(=O)CS/C/1=N\NC(=O)c1ccccc1,C13H13N3O2S,275.33,19,6,0.15,5,3,1,79.17,87.07,2.22,2.34,1.07,1.42,2.06,1.82,-2.92,3.27E-01,1.19E-03,Soluble,-3.81,4.29E-02,1.56E-04,Soluble,-3.45,9.84E-02,3.57E-04,Soluble,High,No,No,Yes,Yes,No,No,No,-6.32,0,0,0,0,0,0.55,0,2,0,3.15
Molecule 139,0.166446499,CCOc1ccc(cc1)NC(=O)/C=C\C(=O)O,C12H13NO4,235.24,17,6,0.17,6,4,2,62.97,75.63,1.39,1.35,1.47,1.07,1.29,1.32,-2.01,2.28E+00,9.68E-03,Soluble,-2.54,6.78E-01,2.88E-03,Soluble,-2.4,9.34E-01,3.97E-03,Soluble,High,No,No,No,No,No,No,No,-6.78,0,0,0,0,0,0.56,0,1,1,1.91
